year,week,team_1,team_1_record,team_1_score,team_1_projected,team_2,team_2_record,team_2_score,team_2_projected,winner,loser,result,margin,is_playoffs
2021,13,Malle ❤️ 🐸,11-3-0 | 4th,130.02,110.89,Patty Primetimes,6-8-0 | 8th,80.3,104.11,Malle ❤️ 🐸,Patty Primetimes,,49.72,False
2021,13,Pop Lockett Drop it,7-7-0 | 9th,65.36,122.94,Big Sack Jack,3-11-0 | 10th,96.36,104.42,Big Sack Jack,Pop Lockett Drop it,,31.0,False
2021,13,Post Mahomes,8-6-0 | 3rd,138.32,126.66,Ginger FC,5-9-0 | 11th,117.96,123.44,Post Mahomes,Ginger FC,,20.36,False
2021,13,The Big Gronkowski,7-7-0 | 5th,149.1,125.54,Voldemort,9-5-0 | 1st,118.42,116.03,The Big Gronkowski,Voldemort,,30.68,False
2021,13,ThreatLevelMidnight,11-3-0 | 2nd,137.36,122.18,malle_dips_pouches,4-10-0 | 12th,88.64,85.9,ThreatLevelMidnight,malle_dips_pouches,,48.72,False
2021,13,Uncle Rico,4-10-0 | 7th,49.72,103.86,Joe Mantegna,9-5-0 | 6th,144.18,119.89,Joe Mantegna,Uncle Rico,,94.46,False
2021,14,Ginger FC,5-9-0 | 11th,136.14,124.09,Patty Primetimes,6-8-0 | 8th,138.52,112.51,Patty Primetimes,Ginger FC,,2.38,False
2021,14,Malle ❤️ 🐸,11-3-0 | 4th,113.22,101.65,Voldemort,9-5-0 | 1st,108.84,127.58,Malle ❤️ 🐸,Voldemort,,4.38,False
2021,14,Pop Lockett Drop it,7-7-0 | 9th,88.76,121.79,malle_dips_pouches,4-10-0 | 12th,47.68,71.86,Pop Lockett Drop it,malle_dips_pouches,,41.08,False
2021,14,Post Mahomes,8-6-0 | 3rd,115.22,113.37,Big Sack Jack,3-11-0 | 10th,97.62,102.68,Post Mahomes,Big Sack Jack,,17.6,False
2021,14,The Big Gronkowski,7-7-0 | 5th,148.08,124.42,Joe Mantegna,9-5-0 | 6th,153.3,121.05,Joe Mantegna,The Big Gronkowski,,5.22,False
2021,14,Uncle Rico,4-10-0 | 7th,95.08,97.67,ThreatLevelMidnight,11-3-0 | 2nd,118.0,125.33,ThreatLevelMidnight,Uncle Rico,,22.92,False
2022,1,Joe Mantegna,8-6-0 | 10th,118.46,115.68,Post Mahomes,7-7-0 | 9th,96.58,121.87,Joe Mantegna,Post Mahomes,,21.88,False
2022,1,Pop Lockett Drop it,4-10-0 | 12th,100.0,114.13,Big Sack Jack,10-4-0 | 4th,105.02,116.61,Big Sack Jack,Pop Lockett Drop it,,5.02,False
2022,1,The Big Gronkowski,9-5-0 | 2nd,99.18,115.3,Voldemort,10-4-0 | 3rd,156.38,120.51,Voldemort,The Big Gronkowski,,57.2,False
2022,1,ThreatLevelMidnight,8-6-0 | 6th,66.36,113.4,Ginger FC,8-6-0 | 5th,126.72,120.43,Ginger FC,ThreatLevelMidnight,,60.36,False
2022,1,Uncle Rico,5-9-0 | 7th,138.4,122.18,Malle ❤️ 🐸,4-10-0 | 8th,104.82,111.41,Uncle Rico,Malle ❤️ 🐸,,33.58,False
2022,1,malle_dips_pouches,8-6-0 | 1st,106.32,124.32,Patty Primetimes,3-11-0 | 11th,104.7,118.12,malle_dips_pouches,Patty Primetimes,,1.62,False
2022,2,Joe Mantegna,8-6-0 | 10th,121.86,121.37,Pop Lockett Drop it,4-10-0 | 12th,76.66,105.76,Joe Mantegna,Pop Lockett Drop it,,45.2,False
2022,2,Malle ❤️ 🐸,4-10-0 | 8th,124.82,111.69,Voldemort,10-4-0 | 3rd,122.68,127.8,Malle ❤️ 🐸,Voldemort,,2.14,False
2022,2,Post Mahomes,7-7-0 | 9th,80.3,115.31,Ginger FC,8-6-0 | 5th,88.18,115.33,Ginger FC,Post Mahomes,,7.88,False
2022,2,The Big Gronkowski,9-5-0 | 2nd,109.84,118.91,Big Sack Jack,10-4-0 | 4th,145.66,115.74,Big Sack Jack,The Big Gronkowski,,35.82,False
2022,2,ThreatLevelMidnight,8-6-0 | 6th,102.38,105.34,Patty Primetimes,3-11-0 | 11th,91.88,110.56,ThreatLevelMidnight,Patty Primetimes,,10.5,False
2022,2,Uncle Rico,5-9-0 | 7th,95.5,125.14,malle_dips_pouches,8-6-0 | 1st,168.52,120.96,malle_dips_pouches,Uncle Rico,,73.02,False
2022,3,Malle ❤️ 🐸,4-10-0 | 8th,132.7,109.46,Big Sack Jack,10-4-0 | 4th,85.5,115.93,Malle ❤️ 🐸,Big Sack Jack,,47.2,False
2022,3,Pop Lockett Drop it,4-10-0 | 12th,89.18,83.2,Ginger FC,8-6-0 | 5th,79.36,119.0,Pop Lockett Drop it,Ginger FC,,9.82,False
2022,3,The Big Gronkowski,9-5-0 | 2nd,95.3,122.48,Joe Mantegna,8-6-0 | 10th,104.58,114.6,Joe Mantegna,The Big Gronkowski,,9.28,False
2022,3,ThreatLevelMidnight,8-6-0 | 6th,61.54,101.75,Post Mahomes,7-7-0 | 9th,82.24,109.65,Post Mahomes,ThreatLevelMidnight,,20.7,False
2022,3,Uncle Rico,5-9-0 | 7th,114.08,122.7,Patty Primetimes,3-11-0 | 11th,89.66,107.11,Uncle Rico,Patty Primetimes,,24.42,False
2022,3,Voldemort,10-4-0 | 3rd,82.0,133.61,malle_dips_pouches,8-6-0 | 1st,157.92,121.98,malle_dips_pouches,Voldemort,,75.92,False
2022,4,Big Sack Jack,10-4-0 | 4th,120.68,109.57,malle_dips_pouches,8-6-0 | 1st,102.36,121.83,Big Sack Jack,malle_dips_pouches,,18.32,False
2022,4,Malle ❤️ 🐸,4-10-0 | 8th,114.66,112.13,Joe Mantegna,8-6-0 | 10th,118.9,111.46,Joe Mantegna,Malle ❤️ 🐸,,4.24,False
2022,4,Pop Lockett Drop it,4-10-0 | 12th,98.62,102.84,Post Mahomes,7-7-0 | 9th,105.2,111.92,Post Mahomes,Pop Lockett Drop it,,6.58,False
2022,4,The Big Gronkowski,9-5-0 | 2nd,130.82,116.88,Ginger FC,8-6-0 | 5th,113.98,99.7,The Big Gronkowski,Ginger FC,,16.84,False
2022,4,Uncle Rico,5-9-0 | 7th,115.86,123.03,ThreatLevelMidnight,8-6-0 | 6th,164.68,110.0,ThreatLevelMidnight,Uncle Rico,,48.82,False
2022,4,Voldemort,10-4-0 | 3rd,130.82,121.07,Patty Primetimes,3-11-0 | 11th,107.04,108.17,Voldemort,Patty Primetimes,,23.78,False
2022,5,Big Sack Jack,10-4-0 | 4th,101.58,110.01,Patty Primetimes,3-11-0 | 11th,107.38,102.71,Patty Primetimes,Big Sack Jack,,5.8,False
2022,5,Joe Mantegna,8-6-0 | 10th,111.52,114.83,malle_dips_pouches,8-6-0 | 1st,122.06,125.27,malle_dips_pouches,Joe Mantegna,,10.54,False
2022,5,Malle ❤️ 🐸,4-10-0 | 8th,76.16,114.86,Ginger FC,8-6-0 | 5th,182.3,119.68,Ginger FC,Malle ❤️ 🐸,,106.14,False
2022,5,The Big Gronkowski,9-5-0 | 2nd,119.14,120.35,Post Mahomes,7-7-0 | 9th,80.84,108.98,The Big Gronkowski,Post Mahomes,,38.3,False
2022,5,ThreatLevelMidnight,8-6-0 | 6th,75.16,109.03,Pop Lockett Drop it,4-10-0 | 12th,109.16,106.32,Pop Lockett Drop it,ThreatLevelMidnight,,34.0,False
2022,5,Uncle Rico,5-9-0 | 7th,106.48,113.96,Voldemort,10-4-0 | 3rd,155.78,126.06,Voldemort,Uncle Rico,,49.3,False
2022,6,Ginger FC,8-6-0 | 5th,111.08,129.39,malle_dips_pouches,8-6-0 | 1st,106.7,106.54,Ginger FC,malle_dips_pouches,,4.38,False
2022,6,Joe Mantegna,8-6-0 | 10th,69.22,109.74,Patty Primetimes,3-11-0 | 11th,67.14,91.46,Joe Mantegna,Patty Primetimes,,2.08,False
2022,6,Malle ❤️ 🐸,4-10-0 | 8th,75.0,106.8,Post Mahomes,7-7-0 | 9th,95.36,102.56,Post Mahomes,Malle ❤️ 🐸,,20.36,False
2022,6,The Big Gronkowski,9-5-0 | 2nd,102.3,116.83,Pop Lockett Drop it,4-10-0 | 12th,87.74,106.52,The Big Gronkowski,Pop Lockett Drop it,,14.56,False
2022,6,Uncle Rico,5-9-0 | 7th,107.82,110.78,Big Sack Jack,10-4-0 | 4th,115.0,100.49,Big Sack Jack,Uncle Rico,,7.18,False
2022,6,Voldemort,10-4-0 | 3rd,122.86,122.19,ThreatLevelMidnight,8-6-0 | 6th,118.78,101.18,Voldemort,ThreatLevelMidnight,,4.08,False
2022,7,Ginger FC,8-6-0 | 5th,109.46,120.52,Patty Primetimes,3-11-0 | 11th,102.76,99.79,Ginger FC,Patty Primetimes,,6.7,False
2022,7,Malle ❤️ 🐸,4-10-0 | 8th,80.5,102.37,Pop Lockett Drop it,4-10-0 | 12th,81.52,99.42,Pop Lockett Drop it,Malle ❤️ 🐸,,1.02,False
2022,7,Post Mahomes,7-7-0 | 9th,100.72,110.5,malle_dips_pouches,8-6-0 | 1st,96.0,116.84,Post Mahomes,malle_dips_pouches,,4.72,False
2022,7,The Big Gronkowski,9-5-0 | 2nd,122.92,104.69,ThreatLevelMidnight,8-6-0 | 6th,88.6,96.13,The Big Gronkowski,ThreatLevelMidnight,,34.32,False
2022,7,Uncle Rico,5-9-0 | 7th,132.12,112.29,Joe Mantegna,8-6-0 | 10th,110.22,111.55,Uncle Rico,Joe Mantegna,,21.9,False
2022,7,Voldemort,10-4-0 | 3rd,106.98,115.97,Big Sack Jack,10-4-0 | 4th,117.34,95.91,Big Sack Jack,Voldemort,,10.36,False
2022,8,Pop Lockett Drop it,4-10-0 | 12th,82.84,96.65,malle_dips_pouches,8-6-0 | 1st,143.58,124.66,malle_dips_pouches,Pop Lockett Drop it,,60.74,False
2022,8,Post Mahomes,7-7-0 | 9th,114.4,114.38,Patty Primetimes,3-11-0 | 11th,136.68,105.21,Patty Primetimes,Post Mahomes,,22.28,False
2022,8,The Big Gronkowski,9-5-0 | 2nd,132.08,107.44,Malle ❤️ 🐸,4-10-0 | 8th,102.6,91.96,The Big Gronkowski,Malle ❤️ 🐸,,29.48,False
2022,8,ThreatLevelMidnight,8-6-0 | 6th,161.18,114.74,Big Sack Jack,10-4-0 | 4th,128.28,109.69,ThreatLevelMidnight,Big Sack Jack,,32.9,False
2022,8,Uncle Rico,5-9-0 | 7th,122.64,110.31,Ginger FC,8-6-0 | 5th,142.54,107.82,Ginger FC,Uncle Rico,,19.9,False
2022,8,Voldemort,10-4-0 | 3rd,107.72,127.65,Joe Mantegna,8-6-0 | 10th,87.82,102.95,Voldemort,Joe Mantegna,,19.9,False
2022,9,Joe Mantegna,8-6-0 | 10th,100.3,105.84,Big Sack Jack,10-4-0 | 4th,91.84,113.73,Joe Mantegna,Big Sack Jack,,8.46,False
2022,9,Malle ❤️ 🐸,4-10-0 | 8th,96.52,97.36,ThreatLevelMidnight,8-6-0 | 6th,107.4,114.19,ThreatLevelMidnight,Malle ❤️ 🐸,,10.88,False
2022,9,Pop Lockett Drop it,4-10-0 | 12th,90.92,86.58,Patty Primetimes,3-11-0 | 11th,113.54,109.89,Patty Primetimes,Pop Lockett Drop it,,22.62,False
2022,9,The Big Gronkowski,9-5-0 | 2nd,123.8,113.34,malle_dips_pouches,8-6-0 | 1st,82.72,106.67,The Big Gronkowski,malle_dips_pouches,,41.08,False
2022,9,Uncle Rico,5-9-0 | 7th,102.74,98.31,Post Mahomes,7-7-0 | 9th,108.0,108.01,Post Mahomes,Uncle Rico,,5.26,False
2022,9,Voldemort,10-4-0 | 3rd,153.1,126.07,Ginger FC,8-6-0 | 5th,97.5,118.21,Voldemort,Ginger FC,,55.6,False
2022,10,Ginger FC,8-6-0 | 5th,74.78,112.61,Big Sack Jack,10-4-0 | 4th,102.12,105.11,Big Sack Jack,Ginger FC,,27.34,False
2022,10,Joe Mantegna,8-6-0 | 10th,103.74,106.13,ThreatLevelMidnight,8-6-0 | 6th,108.0,111.11,ThreatLevelMidnight,Joe Mantegna,,4.26,False
2022,10,Malle ❤️ 🐸,4-10-0 | 8th,91.7,101.29,malle_dips_pouches,8-6-0 | 1st,110.36,113.59,malle_dips_pouches,Malle ❤️ 🐸,,18.66,False
2022,10,The Big Gronkowski,9-5-0 | 2nd,98.18,111.16,Patty Primetimes,3-11-0 | 11th,88.04,109.8,The Big Gronkowski,Patty Primetimes,,10.14,False
2022,10,Uncle Rico,5-9-0 | 7th,126.04,112.8,Pop Lockett Drop it,4-10-0 | 12th,135.88,90.87,Pop Lockett Drop it,Uncle Rico,,9.84,False
2022,10,Voldemort,10-4-0 | 3rd,98.4,115.28,Post Mahomes,7-7-0 | 9th,131.1,116.16,Post Mahomes,Voldemort,,32.7,False
2022,11,Joe Mantegna,8-6-0 | 10th,120.5,101.44,Ginger FC,8-6-0 | 5th,126.34,107.9,Ginger FC,Joe Mantegna,,5.84,False
2022,11,Malle ❤️ 🐸,4-10-0 | 8th,90.2,96.29,Patty Primetimes,3-11-0 | 11th,84.96,96.25,Malle ❤️ 🐸,Patty Primetimes,,5.24,False
2022,11,Post Mahomes,7-7-0 | 9th,77.48,111.33,Big Sack Jack,10-4-0 | 4th,89.8,97.04,Big Sack Jack,Post Mahomes,,12.32,False
2022,11,ThreatLevelMidnight,8-6-0 | 6th,102.24,113.42,malle_dips_pouches,8-6-0 | 1st,122.26,116.53,malle_dips_pouches,ThreatLevelMidnight,,20.02,False
2022,11,Uncle Rico,5-9-0 | 7th,101.76,110.11,The Big Gronkowski,9-5-0 | 2nd,156.2,108.79,The Big Gronkowski,Uncle Rico,,54.44,False
2022,11,Voldemort,10-4-0 | 3rd,114.38,109.91,Pop Lockett Drop it,4-10-0 | 12th,76.72,93.26,Voldemort,Pop Lockett Drop it,,37.66,False
2022,12,Joe Mantegna,8-6-0 | 10th,108.76,102.58,Post Mahomes,7-7-0 | 9th,92.06,119.43,Joe Mantegna,Post Mahomes,,16.7,False
2022,12,Pop Lockett Drop it,4-10-0 | 12th,112.84,105.64,Big Sack Jack,10-4-0 | 4th,118.6,96.65,Big Sack Jack,Pop Lockett Drop it,,5.76,False
2022,12,The Big Gronkowski,9-5-0 | 2nd,112.46,117.4,Voldemort,10-4-0 | 3rd,144.76,122.82,Voldemort,The Big Gronkowski,,32.3,False
2022,12,ThreatLevelMidnight,8-6-0 | 6th,131.64,119.79,Ginger FC,8-6-0 | 5th,94.84,112.43,ThreatLevelMidnight,Ginger FC,,36.8,False
2022,12,Uncle Rico,5-9-0 | 7th,86.9,111.84,Malle ❤️ 🐸,4-10-0 | 8th,129.12,107.56,Malle ❤️ 🐸,Uncle Rico,,42.22,False
2022,12,malle_dips_pouches,8-6-0 | 1st,142.66,124.98,Patty Primetimes,3-11-0 | 11th,72.0,106.18,malle_dips_pouches,Patty Primetimes,,70.66,False
2022,13,Joe Mantegna,8-6-0 | 10th,107.5,107.1,Pop Lockett Drop it,4-10-0 | 12th,102.76,105.15,Joe Mantegna,Pop Lockett Drop it,,4.74,False
2022,13,Malle ❤️ 🐸,4-10-0 | 8th,130.6,105.88,Voldemort,10-4-0 | 3rd,134.72,122.2,Voldemort,Malle ❤️ 🐸,,4.12,False
2022,13,Post Mahomes,7-7-0 | 9th,124.54,114.99,Ginger FC,8-6-0 | 5th,106.5,110.41,Post Mahomes,Ginger FC,,18.04,False
2022,13,The Big Gronkowski,9-5-0 | 2nd,80.62,115.23,Big Sack Jack,10-4-0 | 4th,147.24,107.76,Big Sack Jack,The Big Gronkowski,,66.62,False
2022,13,ThreatLevelMidnight,8-6-0 | 6th,88.2,105.68,Patty Primetimes,3-11-0 | 11th,87.44,110.29,ThreatLevelMidnight,Patty Primetimes,,0.76,False
2022,13,Uncle Rico,5-9-0 | 7th,128.12,116.96,malle_dips_pouches,8-6-0 | 1st,93.44,125.23,Uncle Rico,malle_dips_pouches,,34.68,False
2022,14,Malle ❤️ 🐸,4-10-0 | 8th,94.98,108.27,Big Sack Jack,10-4-0 | 4th,113.26,114.66,Big Sack Jack,Malle ❤️ 🐸,,18.28,False
2022,14,Pop Lockett Drop it,4-10-0 | 12th,70.76,99.95,Ginger FC,8-6-0 | 5th,93.56,110.09,Ginger FC,Pop Lockett Drop it,,22.8,False
2022,14,The Big Gronkowski,9-5-0 | 2nd,102.2,114.27,Joe Mantegna,8-6-0 | 10th,97.38,99.75,The Big Gronkowski,Joe Mantegna,,4.82,False
2022,14,ThreatLevelMidnight,8-6-0 | 6th,119.06,115.89,Post Mahomes,7-7-0 | 9th,91.9,106.49,ThreatLevelMidnight,Post Mahomes,,27.16,False
2022,14,Uncle Rico,5-9-0 | 7th,135.58,113.03,Patty Primetimes,3-11-0 | 11th,95.9,97.88,Uncle Rico,Patty Primetimes,,39.68,False
2022,14,Voldemort,10-4-0 | 3rd,114.38,127.36,malle_dips_pouches,8-6-0 | 1st,102.22,119.78,Voldemort,malle_dips_pouches,,12.16,False
2023,1,Ginger FC,4-10-0 | 11th,85.26,104.89,You Better Park It,6-8-0 | 7th,85.42,101.5,You Better Park It,Ginger FC,,0.16,False
2023,1,Malle ❤️ 🐸,7-7-0 | 8th,97.9,112.21,ThreatLevelMidnight,10-4-0 | 2nd,124.34,108.46,ThreatLevelMidnight,Malle ❤️ 🐸,,26.44,False
2023,1,Pop Lockett Drop it,5-9-0 | 10th,91.34,104.01,Patty Primetimes,5-9-0 | 9th,121.34,101.96,Patty Primetimes,Pop Lockett Drop it,,30.0,False
2023,1,The Big Gronkowski,7-7-0 | 6th,148.36,110.8,Post Mahomes,8-6-0 | 3rd,114.34,111.55,The Big Gronkowski,Post Mahomes,,34.02,False
2023,1,Uncle Rico,4-10-0 | 12th,52.38,109.72,malle_dips_pouches,8-6-0 | 4th,80.64,104.21,malle_dips_pouches,Uncle Rico,,28.26,False
2023,1,Voldemort,7-7-0 | 5th,75.96,110.99,Joe Mantegna,13-1-0 | 1st,127.86,106.67,Joe Mantegna,Voldemort,,51.9,False
2023,2,Joe Mantegna,13-1-0 | 1st,110.0,107.81,You Better Park It,6-8-0 | 7th,98.0,107.29,Joe Mantegna,You Better Park It,,12.0,False
2023,2,Malle ❤️ 🐸,7-7-0 | 8th,125.42,109.14,Patty Primetimes,5-9-0 | 9th,79.66,108.05,Malle ❤️ 🐸,Patty Primetimes,,45.76,False
2023,2,Pop Lockett Drop it,5-9-0 | 10th,103.24,101.26,Ginger FC,4-10-0 | 11th,107.16,94.84,Ginger FC,Pop Lockett Drop it,,3.92,False
2023,2,Post Mahomes,8-6-0 | 3rd,127.96,110.45,malle_dips_pouches,8-6-0 | 4th,101.86,100.86,Post Mahomes,malle_dips_pouches,,26.1,False
2023,2,The Big Gronkowski,7-7-0 | 6th,119.7,108.79,Voldemort,7-7-0 | 5th,116.28,103.75,The Big Gronkowski,Voldemort,,3.42,False
2023,2,Uncle Rico,4-10-0 | 12th,76.78,109.8,ThreatLevelMidnight,10-4-0 | 2nd,112.14,114.24,ThreatLevelMidnight,Uncle Rico,,35.36,False
2023,3,Joe Mantegna,13-1-0 | 1st,134.32,104.33,Pop Lockett Drop it,5-9-0 | 10th,102.0,102.77,Joe Mantegna,Pop Lockett Drop it,,32.32,False
2023,3,Malle ❤️ 🐸,7-7-0 | 8th,127.68,114.26,Ginger FC,4-10-0 | 11th,55.28,100.46,Malle ❤️ 🐸,Ginger FC,,72.4,False
2023,3,The Big Gronkowski,7-7-0 | 6th,105.5,105.58,You Better Park It,6-8-0 | 7th,127.76,106.38,You Better Park It,The Big Gronkowski,,22.26,False
2023,3,ThreatLevelMidnight,10-4-0 | 2nd,121.06,107.47,malle_dips_pouches,8-6-0 | 4th,125.22,103.14,malle_dips_pouches,ThreatLevelMidnight,,4.16,False
2023,3,Uncle Rico,4-10-0 | 12th,116.06,100.5,Patty Primetimes,5-9-0 | 9th,122.66,104.66,Patty Primetimes,Uncle Rico,,6.6,False
2023,3,Voldemort,7-7-0 | 5th,129.08,107.56,Post Mahomes,8-6-0 | 3rd,139.88,117.97,Post Mahomes,Voldemort,,10.8,False
2023,4,Malle ❤️ 🐸,7-7-0 | 8th,75.46,107.96,Joe Mantegna,13-1-0 | 1st,96.5,105.12,Joe Mantegna,Malle ❤️ 🐸,,21.04,False
2023,4,Post Mahomes,8-6-0 | 3rd,141.82,113.07,You Better Park It,6-8-0 | 7th,101.44,107.31,Post Mahomes,You Better Park It,,40.38,False
2023,4,The Big Gronkowski,7-7-0 | 6th,130.18,112.72,Pop Lockett Drop it,5-9-0 | 10th,96.1,94.5,The Big Gronkowski,Pop Lockett Drop it,,34.08,False
2023,4,ThreatLevelMidnight,10-4-0 | 2nd,100.56,102.61,Patty Primetimes,5-9-0 | 9th,98.18,109.05,ThreatLevelMidnight,Patty Primetimes,,2.38,False
2023,4,Uncle Rico,4-10-0 | 12th,120.14,101.39,Ginger FC,4-10-0 | 11th,95.66,99.77,Uncle Rico,Ginger FC,,24.48,False
2023,4,Voldemort,7-7-0 | 5th,130.24,101.92,malle_dips_pouches,8-6-0 | 4th,105.6,98.36,Voldemort,malle_dips_pouches,,24.64,False
2023,5,Pop Lockett Drop it,5-9-0 | 10th,85.46,102.35,Post Mahomes,8-6-0 | 3rd,120.84,116.79,Post Mahomes,Pop Lockett Drop it,,35.38,False
2023,5,The Big Gronkowski,7-7-0 | 6th,107.38,96.68,Malle ❤️ 🐸,7-7-0 | 8th,91.12,98.77,The Big Gronkowski,Malle ❤️ 🐸,,16.26,False
2023,5,ThreatLevelMidnight,10-4-0 | 2nd,116.2,103.6,Ginger FC,4-10-0 | 11th,96.36,98.6,ThreatLevelMidnight,Ginger FC,,19.84,False
2023,5,Uncle Rico,4-10-0 | 12th,99.28,105.97,Joe Mantegna,13-1-0 | 1st,139.52,102.4,Joe Mantegna,Uncle Rico,,40.24,False
2023,5,Voldemort,7-7-0 | 5th,78.54,102.12,You Better Park It,6-8-0 | 7th,66.72,94.39,Voldemort,You Better Park It,,11.82,False
2023,5,malle_dips_pouches,8-6-0 | 4th,112.96,106.35,Patty Primetimes,5-9-0 | 9th,110.92,105.96,malle_dips_pouches,Patty Primetimes,,2.04,False
2023,6,Ginger FC,4-10-0 | 11th,71.3,88.8,Patty Primetimes,5-9-0 | 9th,106.58,116.75,Patty Primetimes,Ginger FC,,35.28,False
2023,6,Joe Mantegna,13-1-0 | 1st,112.34,111.56,ThreatLevelMidnight,10-4-0 | 2nd,98.14,108.98,Joe Mantegna,ThreatLevelMidnight,,14.2,False
2023,6,Malle ❤️ 🐸,7-7-0 | 8th,99.9,94.91,Post Mahomes,8-6-0 | 3rd,98.84,118.54,Malle ❤️ 🐸,Post Mahomes,,1.06,False
2023,6,Uncle Rico,4-10-0 | 12th,92.2,111.82,The Big Gronkowski,7-7-0 | 6th,81.88,111.87,Uncle Rico,The Big Gronkowski,,10.32,False
2023,6,Voldemort,7-7-0 | 5th,80.12,110.53,Pop Lockett Drop it,5-9-0 | 10th,126.52,112.0,Pop Lockett Drop it,Voldemort,,46.4,False
2023,6,You Better Park It,6-8-0 | 7th,124.98,110.7,malle_dips_pouches,8-6-0 | 4th,95.86,101.45,You Better Park It,malle_dips_pouches,,29.12,False
2023,7,Ginger FC,4-10-0 | 11th,67.48,83.37,malle_dips_pouches,8-6-0 | 4th,76.1,97.24,malle_dips_pouches,Ginger FC,,8.62,False
2023,7,Joe Mantegna,13-1-0 | 1st,115.46,101.03,Patty Primetimes,5-9-0 | 9th,109.84,101.89,Joe Mantegna,Patty Primetimes,,5.62,False
2023,7,Malle ❤️ 🐸,7-7-0 | 8th,115.26,96.45,Voldemort,7-7-0 | 5th,150.68,105.9,Voldemort,Malle ❤️ 🐸,,35.42,False
2023,7,Pop Lockett Drop it,5-9-0 | 10th,123.24,94.97,You Better Park It,6-8-0 | 7th,104.56,111.87,Pop Lockett Drop it,You Better Park It,,18.68,False
2023,7,The Big Gronkowski,7-7-0 | 6th,74.56,97.88,ThreatLevelMidnight,10-4-0 | 2nd,119.5,106.11,ThreatLevelMidnight,The Big Gronkowski,,44.94,False
2023,7,Uncle Rico,4-10-0 | 12th,81.2,93.3,Post Mahomes,8-6-0 | 3rd,134.56,113.58,Post Mahomes,Uncle Rico,,53.36,False
2023,8,Joe Mantegna,13-1-0 | 1st,118.58,109.24,Ginger FC,4-10-0 | 11th,96.36,93.6,Joe Mantegna,Ginger FC,,22.22,False
2023,8,Malle ❤️ 🐸,7-7-0 | 8th,120.66,98.41,You Better Park It,6-8-0 | 7th,93.48,115.22,Malle ❤️ 🐸,You Better Park It,,27.18,False
2023,8,Pop Lockett Drop it,5-9-0 | 10th,131.1,103.72,malle_dips_pouches,8-6-0 | 4th,104.96,97.38,Pop Lockett Drop it,malle_dips_pouches,,26.14,False
2023,8,The Big Gronkowski,7-7-0 | 6th,118.52,111.73,Patty Primetimes,5-9-0 | 9th,108.76,111.28,The Big Gronkowski,Patty Primetimes,,9.76,False
2023,8,ThreatLevelMidnight,10-4-0 | 2nd,127.28,110.73,Post Mahomes,8-6-0 | 3rd,107.3,119.95,ThreatLevelMidnight,Post Mahomes,,19.98,False
2023,8,Uncle Rico,4-10-0 | 12th,154.62,108.63,Voldemort,7-7-0 | 5th,66.88,106.87,Uncle Rico,Voldemort,,87.74,False
2023,9,Joe Mantegna,13-1-0 | 1st,86.8,100.28,malle_dips_pouches,8-6-0 | 4th,89.52,94.08,malle_dips_pouches,Joe Mantegna,,2.72,False
2023,9,Malle ❤️ 🐸,7-7-0 | 8th,100.58,95.09,Pop Lockett Drop it,5-9-0 | 10th,94.04,100.38,Malle ❤️ 🐸,Pop Lockett Drop it,,6.54,False
2023,9,Post Mahomes,8-6-0 | 3rd,97.62,98.15,Patty Primetimes,5-9-0 | 9th,88.92,95.27,Post Mahomes,Patty Primetimes,,8.7,False
2023,9,The Big Gronkowski,7-7-0 | 6th,69.44,99.37,Ginger FC,4-10-0 | 11th,106.08,87.84,Ginger FC,The Big Gronkowski,,36.64,False
2023,9,Uncle Rico,4-10-0 | 12th,120.62,106.24,You Better Park It,6-8-0 | 7th,87.16,99.96,Uncle Rico,You Better Park It,,33.46,False
2023,9,Voldemort,7-7-0 | 5th,80.38,99.58,ThreatLevelMidnight,10-4-0 | 2nd,121.5,108.27,ThreatLevelMidnight,Voldemort,,41.12,False
2023,10,Malle ❤️ 🐸,7-7-0 | 8th,130.4,93.7,malle_dips_pouches,8-6-0 | 4th,87.18,105.06,Malle ❤️ 🐸,malle_dips_pouches,,43.22,False
2023,10,Post Mahomes,8-6-0 | 3rd,98.3,108.52,Ginger FC,4-10-0 | 11th,74.94,84.64,Post Mahomes,Ginger FC,,23.36,False
2023,10,The Big Gronkowski,7-7-0 | 6th,116.52,108.75,Joe Mantegna,13-1-0 | 1st,118.46,104.4,Joe Mantegna,The Big Gronkowski,,1.94,False
2023,10,ThreatLevelMidnight,10-4-0 | 2nd,90.22,104.88,You Better Park It,6-8-0 | 7th,149.16,101.51,You Better Park It,ThreatLevelMidnight,,58.94,False
2023,10,Uncle Rico,4-10-0 | 12th,112.78,104.0,Pop Lockett Drop it,5-9-0 | 10th,143.84,91.97,Pop Lockett Drop it,Uncle Rico,,31.06,False
2023,10,Voldemort,7-7-0 | 5th,121.72,96.31,Patty Primetimes,5-9-0 | 9th,84.46,101.8,Voldemort,Patty Primetimes,,37.26,False
2023,11,Joe Mantegna,13-1-0 | 1st,148.34,109.01,Post Mahomes,8-6-0 | 3rd,112.18,111.5,Joe Mantegna,Post Mahomes,,36.16,False
2023,11,The Big Gronkowski,7-7-0 | 6th,149.8,110.4,malle_dips_pouches,8-6-0 | 4th,87.4,105.74,The Big Gronkowski,malle_dips_pouches,,62.4,False
