year,week,player,player_position,match_player,nfl_name,nfl_team,nfl_position,gsis_id,yahoo_id,match_method
2021,5,Harrison Butker,K,harrison butker,Harrison Butker,KC,K,00-0033303,30346,exact_week_normalized
2021,5,Henry Ruggs III,,henry ruggs,Henry Ruggs,LV,WR,00-0036357,32682,exact_week_normalized
2021,5,Hollywood Brown,WR,marquise brown,Marquise Brown,BAL,WR,00-0035662,31857,exact_week_normalized
2021,5,Hunter Renfrow,,hunter renfrow,Hunter Renfrow,LV,WR,00-0034983,31981,exact_week_normalized
2021,5,J.D. McKissic,,j d mckissic,J.D. McKissic,WAS,RB,00-0032602,29650,exact_week_normalized
2021,5,Ja'Marr Chase,WR,ja marr chase,Ja'Marr Chase,CIN,WR,00-0036900,33393,exact_week_normalized
2021,5,Jakobi Meyers,,jakobi meyers,Jakobi Meyers,NE,WR,00-0034960,32231,exact_week_normalized
2021,5,Jalen Hurts,,jalen hurts,Jalen Hurts,PHI,QB,00-0036389,32723,exact_week_normalized
2021,5,Jamaal Williams,RB,jamaal williams,Jamaal Williams,DET,RB,00-0033948,30247,exact_week_normalized
2021,5,James Conner,,james conner,James Conner,ARI,RB,00-0033553,30218,exact_week_normalized
2021,5,James Robinson,RB,james robinson,James Robinson,JAX,RB,00-0035831,33138,exact_week_normalized
2021,5,Jared Cook,TE,jared cook,Jared Cook,LAC,TE,00-0027061,9353,exact_week_normalized
2021,5,Jarvis Landry,,jarvis landry,Jarvis Landry,CLE,WR,00-0031382,27591,exact_week_normalized
2021,5,Javonte Williams,,javonte williams,Javonte Williams,DEN,RB,00-0036997,33423,exact_week_normalized
2021,5,Jaylen Waddle,,jaylen waddle,Jaylen Waddle,MIA,WR,00-0036613,33394,exact_week_normalized
2021,5,Jeff Wilson Jr.,,jeff wilson,,,,,,unmatched
2021,5,Jerry Jeudy,,jerry jeudy,Jerry Jeudy,DEN,WR,00-0036407,32685,exact_week_normalized
2021,5,Joe Burrow,,joe burrow,Joe Burrow,CIN,QB,00-0036442,32671,exact_week_normalized
2021,5,Joe Mixon,,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2021,5,Jonathan Taylor,RB,jonathan taylor,Jonathan Taylor,IND,RB,00-0036223,32711,exact_week_normalized
2021,5,Jonnu Smith,,jonnu smith,Jonnu Smith,NE,TE,00-0033858,30213,exact_week_normalized
2021,5,Josh Allen,QB,josh allen,Josh Allen,BUF,QB,00-0034857,30977,exact_week_normalized
2021,5,Josh Gordon,,josh gordon,Josh Gordon,KC,WR,00-0029664,26561,exact_week_normalized
2021,5,Josh Jacobs,RB,josh jacobs,Josh Jacobs,LV,RB,00-0035700,31856,exact_week_normalized
2021,5,JuJu Smith-Schuster,,juju smith schuster,JuJu Smith-Schuster,PIT,WR,00-0033857,30175,exact_week_normalized
2021,5,Julio Jones,,julio jones,Julio Jones,TEN,WR,00-0027944,24793,exact_week_normalized
2021,5,Justin Herbert,QB,justin herbert,Justin Herbert,LAC,QB,00-0036355,32676,exact_week_normalized
2021,5,Justin Jefferson,WR,justin jefferson,Justin Jefferson,MIN,WR,00-0036322,32692,exact_week_normalized
2021,5,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2021,5,Kareem Hunt,,kareem hunt,Kareem Hunt,CLE,RB,00-0033923,30199,exact_week_normalized
2021,5,Keenan Allen,WR,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2021,5,Kenny Gainwell,,kenneth gainwell,Kenneth Gainwell,PHI,RB,00-0036919,33538,exact_week_normalized
2021,5,Kenny Golladay,,kenny golladay,Kenny Golladay,NYG,WR,00-0033932,30209,exact_week_normalized
2021,5,Kenyan Drake,,kenyan drake,Kenyan Drake,LV,RB,00-0033118,29307,exact_week_normalized
2021,5,Khalil Herbert,,khalil herbert,Khalil Herbert,CHI,RB,00-0036906,33605,exact_week_normalized
2021,5,Kirk Cousins,,kirk cousins,Kirk Cousins,MIN,QB,00-0029604,25812,exact_week_normalized
2021,5,Kyle Pitts Sr.,TE,kyle pitts,Kyle Pitts,ATL,TE,00-0036970,33392,exact_week_normalized
2021,5,Kyler Murray,QB,kyler murray,Kyler Murray,ARI,QB,00-0035228,31833,exact_week_normalized
2021,5,Lamar Jackson,QB,lamar jackson,Lamar Jackson,BAL,QB,00-0034796,31002,exact_week_normalized
2021,5,Latavius Murray,RB,latavius murray,Latavius Murray,BAL,RB,00-0030513,26804,exact_week_normalized
2021,5,Laviska Shenault Jr.,,laviska shenault,Laviska Shenault,JAX,WR,00-0036268,32712,exact_week_normalized
2021,5,Leonard Fournette,RB,leonard fournette,Leonard Fournette,TB,RB,00-0033856,30117,exact_week_normalized
2021,5,Logan Thomas,,logan thomas,Logan Thomas,WAS,TE,00-0031260,27648,exact_week_normalized
2021,5,Mark Andrews,TE,mark andrews,Mark Andrews,BAL,TE,00-0034753,31056,exact_week_normalized
2021,5,Mark Ingram II,RB,mark ingram,Mark Ingram,HOU,RB,00-0027966,24815,exact_week_normalized
2021,5,Marquez Callaway,,marquez callaway,Marquez Callaway,NO,WR,00-0036219,33109,exact_week_normalized
2021,5,Marvin Jones Jr.,,marvin jones,Marvin Jones,JAX,WR,00-0029293,25876,exact_week_normalized
2021,5,Matt Gay,K,matt gay,Matt Gay,LA,K,00-0035269,31977,exact_week_normalized
2021,5,Matt Prater,K,matt prater,Matt Prater,ARI,K,00-0023853,8565,exact_week_normalized
2021,5,Matt Ryan,,matt ryan,Matt Ryan,ATL,QB,00-0026143,8780,exact_week_normalized
2021,5,Matthew Stafford,QB,matthew stafford,Matthew Stafford,LA,QB,00-0026498,9265,exact_week_normalized
2021,5,Mecole Hardman Jr.,,mecole hardman,Mecole Hardman,KC,WR,00-0035140,31888,exact_week_normalized
2021,5,Melvin Gordon III,,melvin gordon,Melvin Gordon,DEN,RB,00-0032144,28403,exact_week_normalized
2021,5,Michael Gallup,,michael gallup,Michael Gallup,DAL,WR,00-0034764,31051,exact_week_normalized
2021,5,Michael Pittman Jr.,,michael pittman,Michael Pittman,IND,WR,00-0036252,32704,exact_week_normalized
2021,5,Michael Thomas,,michael thomas,Michael Thomas,CIN,DB,00-0028908,26265,exact_week_normalized
2021,5,Mike Davis,,mike davis,Mike Davis,ATL,RB,00-0032063,28514,exact_week_normalized
2021,5,Mike Evans,,mike evans,Mike Evans,TB,WR,00-0031408,27535,exact_week_normalized
2021,5,Mike Gesicki,TE,mike gesicki,Mike Gesicki,MIA,TE,00-0034829,31012,exact_week_normalized
2021,5,Mike Williams,,mike williams,Mike Williams,LAC,WR,00-0033536,30120,exact_week_normalized
2021,5,Miles Sanders,RB,miles sanders,Miles Sanders,PHI,RB,00-0035243,31885,exact_week_normalized
2021,5,Myles Gaskin,,myles gaskin,Myles Gaskin,MIA,RB,00-0035311,32066,exact_week_normalized
2021,5,Najee Harris,RB,najee harris,Najee Harris,PIT,RB,00-0036893,33412,exact_week_normalized
2021,5,Nick Chubb,RB,nick chubb,Nick Chubb,CLE,RB,00-0034791,31005,exact_week_normalized
2021,5,Noah Fant,TE,noah fant,Noah Fant,DEN,TE,00-0035644,31852,exact_week_normalized
2021,5,Nyheim Miller-Hines,,nyheim hines,Nyheim Hines,IND,RB,00-0034367,31074,exact_week_normalized
2021,5,Odell Beckham Jr.,,odell beckham,Odell Beckham,CLE,WR,00-0031235,27540,exact_week_normalized
2021,5,Patrick Mahomes,QB,patrick mahomes,Patrick Mahomes,KC,QB,00-0033873,30123,exact_week_normalized
2021,5,Peyton Barber,,peyton barber,Peyton Barber,LV,RB,00-0032741,29560,exact_week_normalized
2021,5,Phillip Lindsay,,phillip lindsay,Phillip Lindsay,HOU,RB,00-0034109,31379,exact_week_normalized
2021,5,Rob Gronkowski,,rob gronkowski,Rob Gronkowski,TB,TE,00-0027656,24017,exact_week_normalized
2021,5,Robbie Chosen,,robby anderson,Robby Anderson,CAR,WR,00-0032688,29785,exact_week_normalized
2021,5,Robbie Gould,,robbie gould,Robbie Gould,SF,K,00-0023252,7520,exact_week_normalized
2021,5,Robert Tonyan,,robert tonyan,Robert Tonyan,GB,TE,00-0033757,30777,exact_week_normalized
2021,5,Robert Woods,WR,robert woods,Robert Woods,LA,WR,00-0030431,26664,exact_week_normalized
2021,5,Rodrigo Blankenship,K,rodrigo blankenship,Rodrigo Blankenship,IND,K,00-0035849,33211,exact_week_normalized
2021,5,Ronald Jones,RB,ronald jones,Ronald Jones,TB,RB,00-0034816,31008,exact_week_normalized
2021,5,Russell Wilson,QB,russell wilson,Russell Wilson,SEA,QB,00-0029263,25785,exact_week_normalized
2021,5,Ryan Fitzpatrick,,ryan fitzpatrick,Ryan Fitzpatrick,WAS,QB,00-0023682,7426,exact_week_normalized
2021,5,Ryan Succop,K,ryan succop,Ryan Succop,TB,K,00-0026968,9520,exact_week_normalized
2021,5,Ryan Tannehill,QB,ryan tannehill,Ryan Tannehill,TEN,QB,00-0029701,25718,exact_week_normalized
2021,5,Sam Darnold,,sam darnold,Sam Darnold,CAR,QB,00-0034869,30973,exact_week_normalized
2021,5,Samaje Perine,,samaje perine,Samaje Perine,CIN,RB,00-0033526,30227,exact_week_normalized
2021,5,Saquon Barkley,RB,saquon barkley,Saquon Barkley,NYG,RB,00-0034844,30972,exact_week_normalized
2021,5,Sony Michel,,sony michel,Sony Michel,LA,RB,00-0034845,31001,exact_week_normalized
2021,5,Stefon Diggs,WR,stefon diggs,Stefon Diggs,BUF,WR,00-0031588,28534,exact_week_normalized
2021,5,Sterling Shepard,,sterling shepard,Sterling Shepard,NYG,WR,00-0032385,29274,exact_week_normalized
2021,5,T.J. Hockenson,TE,t j hockenson,T.J. Hockenson,DET,TE,00-0035229,31840,exact_week_normalized
2021,5,T.Y. Hilton,,t y hilton,T.Y. Hilton,IND,WR,00-0029608,25802,exact_week_normalized
2021,5,Tee Higgins,WR,tee higgins,Tee Higgins,CIN,WR,00-0036410,32703,exact_week_normalized
2021,5,Terry McLaurin,WR,terry mclaurin,Terry McLaurin,WAS,WR,00-0035659,31908,exact_week_normalized
2021,5,Tim Patrick,,tim patrick,Tim Patrick,DEN,WR,00-0033375,30511,exact_week_normalized
2021,5,Tom Brady,QB,tom brady,Tom Brady,TB,QB,00-0019596,5228,exact_week_normalized
2021,5,Tony Pollard,,tony pollard,Tony Pollard,DAL,RB,00-0035261,31960,exact_week_normalized
2021,5,Travis Etienne Jr.,,travis etienne,Travis Etienne,JAX,RB,00-0036973,33413,exact_week_normalized
2021,5,Travis Kelce,TE,travis kelce,Travis Kelce,KC,TE,00-0030506,26686,exact_week_normalized
2021,5,Trey Sermon,,trey sermon,Trey Sermon,SF,RB,00-0036984,33476,exact_week_normalized
2021,5,Ty'Son Williams,,ty son williams,Ty'Son Williams,BAL,RB,00-0036457,33006,exact_week_normalized
2021,5,Tyler Bass,K,tyler bass,Tyler Bass,BUF,K,00-0036162,32858,exact_week_normalized
2021,5,Tyler Boyd,WR,tyler boyd,Tyler Boyd,CIN,WR,00-0033009,29288,exact_week_normalized
2021,5,Tyler Higbee,TE,tyler higbee,Tyler Higbee,LA,TE,00-0033110,29344,exact_week_normalized
2021,5,Tyler Lockett,WR,tyler lockett,Tyler Lockett,SEA,WR,00-0032211,28457,exact_week_normalized
2021,5,Tyreek Hill,WR,tyreek hill,Tyreek Hill,KC,WR,00-0033040,29399,exact_week_normalized
2021,5,Will Fuller V,,will fuller,Will Fuller,MIA,WR,00-0033127,29255,exact_week_normalized
2021,5,Younghoe Koo,K,younghoe koo,Younghoe Koo,ATL,K,00-0033702,30426,exact_week_normalized
2021,5,Zack Moss,,zack moss,Zack Moss,BUF,RB,00-0036251,32756,exact_week_normalized
2021,6,A.J. Brown,WR,a j brown,A.J. Brown,TEN,WR,00-0035676,31883,exact_week_normalized
2021,6,A.J. Green,,a j green,A.J. Green,ARI,WR,00-0027942,24791,exact_week_normalized
2021,6,AJ Dillon,,aj dillon,,,,,,unmatched
2021,6,Aaron Jones Sr.,RB,aaron jones,Aaron Jones,GB,RB,00-0033293,30295,exact_week_normalized
2021,6,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2021,6,Adam Thielen,,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2021,6,Alex Collins,RB,alex collins,Alex Collins,SEA,RB,00-0032426,29405,exact_week_normalized
2021,6,Alexander Mattison,,alexander mattison,Alexander Mattison,MIN,RB,00-0034972,31934,exact_week_normalized
2021,6,Allen Robinson,,allen robinson,Allen Robinson,CHI,WR,00-0031428,27589,exact_week_normalized
2021,6,Alvin Kamara,,alvin kamara,Alvin Kamara,NO,RB,00-0033906,30180,inferred_between_same_team
2021,6,Amari Cooper,,amari cooper,Amari Cooper,DAL,WR,00-0031544,28392,exact_week_normalized
2021,6,Antonio Brown,WR,antonio brown,Antonio Brown,TB,WR,00-0027793,24171,exact_week_normalized
2021,6,Antonio Gibson,RB,antonio gibson,Antonio Gibson,WAS,RB,00-0036328,32736,exact_week_normalized
2021,6,Austin Ekeler,RB,austin ekeler,Austin Ekeler,LAC,RB,00-0033699,30423,exact_week_normalized
2021,6,Baker Mayfield,QB,baker mayfield,Baker Mayfield,CLE,QB,00-0034855,30971,exact_week_normalized
2021,6,Brandin Cooks,WR,brandin cooks,Brandin Cooks,HOU,WR,00-0031236,27548,exact_week_normalized
2021,6,Brandon Aiyuk,,brandon aiyuk,Brandon Aiyuk,SF,WR,00-0036261,32695,inferred_between_same_team
2021,6,Brandon Bolden,,brandon bolden,Brandon Bolden,NE,RB,00-0029239,26389,exact_week_normalized
2021,6,Brandon McManus,K,brandon mcmanus,Brandon McManus,DEN,K,00-0029822,27120,exact_week_normalized
2021,6,Calvin Ridley,,calvin ridley,Calvin Ridley,ATL,WR,00-0034837,30996,inferred_between_same_team
2021,6,CeeDee Lamb,WR,ceedee lamb,CeeDee Lamb,DAL,WR,00-0036358,32687,exact_week_normalized
2021,6,Chase Claypool,WR,chase claypool,Chase Claypool,PIT,WR,00-0036326,32719,exact_week_normalized
2021,6,Chase Edmonds,RB,chase edmonds,Chase Edmonds,ARI,RB,00-0034681,31104,exact_week_normalized
2021,6,Chase McLaughlin,K,chase mclaughlin,Chase McLaughlin,CLE,K,00-0035358,32417,exact_week_normalized
2021,6,Chris Boswell,K,chris boswell,Chris Boswell,PIT,K,00-0031136,28188,exact_week_normalized
2021,6,Chris Carson,,chris carson,Chris Carson,SEA,RB,00-0033594,30362,exact_week_normalized
2021,6,Chris Godwin Jr.,WR,chris godwin,Chris Godwin,TB,WR,00-0033921,30197,exact_week_normalized
2021,6,Christian Kirk,,christian kirk,Christian Kirk,ARI,WR,00-0034775,31017,exact_week_normalized
2021,6,Christian McCaffrey,,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2021,6,Chuba Hubbard,,chuba hubbard,Chuba Hubbard,CAR,RB,00-0036555,33514,exact_week_normalized
2021,6,Clyde Edwards-Helaire,,clyde edwards helaire,Clyde Edwards-Helaire,KC,RB,00-0036360,32702,exact_week_normalized
2021,6,Cole Beasley,,cole beasley,Cole Beasley,BUF,WR,00-0029000,26060,exact_week_normalized
2021,6,Cooper Kupp,WR,cooper kupp,Cooper Kupp,LA,WR,00-0033908,30182,exact_week_normalized
2021,6,Cordarrelle Patterson,,cordarrelle patterson,Cordarrelle Patterson,ATL,RB,00-0030578,26652,inferred_between_same_team
2021,6,Corey Davis,,corey davis,Corey Davis,NYJ,WR,00-0033871,30118,inferred_between_same_team
2021,6,Courtland Sutton,,courtland sutton,Courtland Sutton,DEN,WR,00-0034348,31010,exact_week_normalized
2021,6,D'Andre Swift,RB,d andre swift,D'Andre Swift,DET,RB,00-0036275,32705,exact_week_normalized
2021,6,DJ Moore,WR,d j moore,D.J. Moore,CAR,WR,00-0034827,30994,exact_week_normalized
2021,6,DK Metcalf,WR,dk metcalf,DK Metcalf,SEA,WR,00-0035640,31896,exact_week_normalized
2021,6,Dak Prescott,QB,dak prescott,Dak Prescott,DAL,QB,00-0033077,29369,exact_week_normalized
2021,6,Dalton Schultz,TE,dalton schultz,Dalton Schultz,DAL,TE,00-0034383,31107,exact_week_normalized
2021,6,Dalvin Cook,,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2021,6,Damien Harris,RB,damien harris,Damien Harris,NE,RB,00-0035657,31919,exact_week_normalized
2021,6,Damien Williams,,damien williams,Damien Williams,CHI,RB,00-0030874,28115,exact_week_normalized
2021,6,Daniel Carlson,K,daniel carlson,Daniel Carlson,LV,K,00-0034161,31137,exact_week_normalized
2021,6,Daniel Jones,,daniel jones,Daniel Jones,NYG,QB,00-0035710,31838,exact_week_normalized
2021,6,Darrel Williams,RB,darrel williams,Darrel Williams,KC,RB,00-0034301,31500,exact_week_normalized
2021,6,Darrell Henderson Jr.,RB,darrell henderson,Darrell Henderson,LA,RB,00-0035664,31902,exact_week_normalized
2021,6,Darren Waller,TE,darren waller,Darren Waller,LV,TE,00-0031610,28592,exact_week_normalized
2021,6,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2021,6,David Johnson,,david johnson,David Johnson,HOU,RB,00-0032187,28474,exact_week_normalized
2021,6,David Montgomery,,david montgomery,David Montgomery,CHI,RB,00-0035685,31905,exact_week_normalized
2021,6,Dawson Knox,TE,dawson knox,Dawson Knox,BUF,TE,00-0035689,31928,exact_week_normalized
2021,6,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,ARI,WR,00-0030564,26650,exact_week_normalized
2021,6,DeVante Parker,,devante parker,DeVante Parker,MIA,WR,00-0031547,28402,exact_week_normalized
2021,6,DeVonta Smith,WR,devonta smith,DeVonta Smith,PHI,WR,00-0036912,33398,exact_week_normalized
2021,6,Deebo Samuel Sr.,,deebo samuel,Deebo Samuel,SF,WR,00-0035719,31868,inferred_between_same_team
2021,6,Derrick Henry,RB,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2021,6,Devin Singletary,,devin singletary,Devin Singletary,BUF,RB,00-0035250,31906,exact_week_normalized
2021,6,Devontae Booker,RB,devontae booker,Devontae Booker,NYG,RB,00-0032972,29370,exact_week_normalized
2021,6,Diontae Johnson,WR,diontae johnson,Diontae Johnson,PIT,WR,00-0035216,31898,exact_week_normalized
2021,6,Elijah Mitchell,,elijah mitchell,Elijah Mitchell,SF,RB,00-0036567,33582,inferred_between_same_team
2021,6,Elijah Moore,,elijah moore,Elijah Moore,NYJ,WR,00-0036980,33422,inferred_between_same_team
2021,6,Emmanuel Sanders,,emmanuel sanders,Emmanuel Sanders,BUF,WR,00-0027685,24057,exact_week_normalized
2021,6,Evan Engram,TE,evan engram,Evan Engram,NYG,TE,00-0033881,30136,exact_week_normalized
2021,6,Ezekiel Elliott,RB,ezekiel elliott,Ezekiel Elliott,DAL,RB,00-0033045,29238,exact_week_normalized
2021,6,George Kittle,,george kittle,George Kittle,SF,TE,00-0033288,30259,inferred_between_same_team
2021,6,Gerald Everett,,gerald everett,Gerald Everett,SEA,TE,00-0033895,30157,exact_week_normalized
2021,6,Giovani Bernard,RB,giovani bernard,Giovani Bernard,TB,RB,00-0030456,26660,exact_week_normalized
2021,6,Greg Zuerlein,K,greg zuerlein,Greg Zuerlein,DAL,K,00-0029621,25881,exact_week_normalized
2021,6,Harrison Butker,K,harrison butker,Harrison Butker,KC,K,00-0033303,30346,exact_week_normalized
2021,6,Henry Ruggs III,,henry ruggs,Henry Ruggs,LV,WR,00-0036357,32682,exact_week_normalized
2021,6,Hollywood Brown,WR,marquise brown,Marquise Brown,BAL,WR,00-0035662,31857,exact_week_normalized
2021,6,Hunter Henry,,hunter henry,Hunter Henry,NE,TE,00-0033090,29269,exact_week_normalized
2021,6,Hunter Renfrow,,hunter renfrow,Hunter Renfrow,LV,WR,00-0034983,31981,exact_week_normalized
2021,6,J.D. McKissic,,j d mckissic,J.D. McKissic,WAS,RB,00-0032602,29650,exact_week_normalized
2021,6,Ja'Marr Chase,WR,ja marr chase,Ja'Marr Chase,CIN,WR,00-0036900,33393,exact_week_normalized
2021,6,Jakobi Meyers,,jakobi meyers,Jakobi Meyers,NE,WR,00-0034960,32231,exact_week_normalized
2021,6,Jalen Hurts,,jalen hurts,Jalen Hurts,PHI,QB,00-0036389,32723,exact_week_normalized
2021,6,Jamaal Williams,RB,jamaal williams,Jamaal Williams,DET,RB,00-0033948,30247,exact_week_normalized
2021,6,James Conner,,james conner,James Conner,ARI,RB,00-0033553,30218,exact_week_normalized
2021,6,James Robinson,RB,james robinson,James Robinson,JAX,RB,00-0035831,33138,exact_week_normalized
2021,6,Jared Cook,TE,jared cook,Jared Cook,LAC,TE,00-0027061,9353,exact_week_normalized
2021,6,Jarvis Landry,,jarvis landry,Jarvis Landry,CLE,WR,00-0031382,27591,exact_week_normalized
2021,6,Javonte Williams,,javonte williams,Javonte Williams,DEN,RB,00-0036997,33423,exact_week_normalized
2021,6,Jaylen Waddle,,jaylen waddle,Jaylen Waddle,MIA,WR,00-0036613,33394,exact_week_normalized
2021,6,Jerry Jeudy,,jerry jeudy,Jerry Jeudy,DEN,WR,00-0036407,32685,exact_week_normalized
2021,6,Joe Burrow,,joe burrow,Joe Burrow,CIN,QB,00-0036442,32671,exact_week_normalized
2021,6,Joe Mixon,RB,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2021,6,Jonathan Taylor,RB,jonathan taylor,Jonathan Taylor,IND,RB,00-0036223,32711,exact_week_normalized
2021,6,Jonnu Smith,,jonnu smith,Jonnu Smith,NE,TE,00-0033858,30213,exact_week_normalized
2021,6,Josh Allen,QB,josh allen,Josh Allen,BUF,QB,00-0034857,30977,exact_week_normalized
2021,6,Josh Gordon,,josh gordon,Josh Gordon,KC,WR,00-0029664,26561,exact_week_normalized
2021,6,Josh Jacobs,RB,josh jacobs,Josh Jacobs,LV,RB,00-0035700,31856,exact_week_normalized
2021,6,JuJu Smith-Schuster,,juju smith schuster,JuJu Smith-Schuster,PIT,WR,00-0033857,30175,exact_week_normalized
2021,6,Julio Jones,,julio jones,Julio Jones,TEN,WR,00-0027944,24793,exact_week_normalized
2021,6,Justin Herbert,QB,justin herbert,Justin Herbert,LAC,QB,00-0036355,32676,exact_week_normalized
2021,6,Justin Jefferson,WR,justin jefferson,Justin Jefferson,MIN,WR,00-0036322,32692,exact_week_normalized
2021,6,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2021,6,Kadarius Toney,,kadarius toney,Kadarius Toney,NYG,WR,00-0036913,33408,exact_week_normalized
2021,6,Kareem Hunt,,kareem hunt,Kareem Hunt,CLE,RB,00-0033923,30199,exact_week_normalized
2021,6,Keenan Allen,WR,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2021,6,Kenny Gainwell,,kenneth gainwell,Kenneth Gainwell,PHI,RB,00-0036919,33538,exact_week_normalized
2021,6,Kenny Golladay,,kenny golladay,Kenny Golladay,NYG,WR,00-0033932,30209,exact_week_normalized
2021,6,Khalil Herbert,RB,khalil herbert,Khalil Herbert,CHI,RB,00-0036906,33605,exact_week_normalized
2021,6,Kirk Cousins,,kirk cousins,Kirk Cousins,MIN,QB,00-0029604,25812,exact_week_normalized
2021,6,Kyle Pitts Sr.,,kyle pitts,Kyle Pitts,ATL,TE,00-0036970,33392,inferred_between_same_team
2021,6,Kyler Murray,QB,kyler murray,Kyler Murray,ARI,QB,00-0035228,31833,exact_week_normalized
2021,6,Lamar Jackson,QB,lamar jackson,Lamar Jackson,BAL,QB,00-0034796,31002,exact_week_normalized
2021,6,Latavius Murray,,latavius murray,Latavius Murray,BAL,RB,00-0030513,26804,exact_week_normalized
2021,6,Laviska Shenault Jr.,,laviska shenault,Laviska Shenault,JAX,WR,00-0036268,32712,exact_week_normalized
2021,6,Leonard Fournette,RB,leonard fournette,Leonard Fournette,TB,RB,00-0033856,30117,exact_week_normalized
2021,6,Logan Thomas,,logan thomas,Logan Thomas,WAS,TE,00-0031260,27648,exact_week_normalized
2021,6,Mark Andrews,TE,mark andrews,Mark Andrews,BAL,TE,00-0034753,31056,exact_week_normalized
2021,6,Mark Ingram II,RB,mark ingram,Mark Ingram,HOU,RB,00-0027966,24815,exact_week_normalized
2021,6,Marlon Mack,,marlon mack,Marlon Mack,IND,RB,00-0033951,30256,exact_week_normalized
2021,6,Marquez Callaway,,marquez callaway,Marquez Callaway,NO,WR,00-0036219,33109,inferred_between_same_team
2021,6,Marvin Jones Jr.,,marvin jones,Marvin Jones,JAX,WR,00-0029293,25876,exact_week_normalized
2021,6,Matt Gay,K,matt gay,Matt Gay,LA,K,00-0035269,31977,exact_week_normalized
2021,6,Matt Prater,K,matt prater,Matt Prater,ARI,K,00-0023853,8565,exact_week_normalized
2021,6,Matthew Stafford,QB,matthew stafford,Matthew Stafford,LA,QB,00-0026498,9265,exact_week_normalized
2021,6,Mecole Hardman Jr.,,mecole hardman,Mecole Hardman,KC,WR,00-0035140,31888,exact_week_normalized
2021,6,Melvin Gordon III,,melvin gordon,Melvin Gordon,DEN,RB,00-0032144,28403,exact_week_normalized
2021,6,Michael Gallup,,michael gallup,Michael Gallup,DAL,WR,00-0034764,31051,exact_week_normalized
2021,6,Michael Pittman Jr.,,michael pittman,Michael Pittman,IND,WR,00-0036252,32704,exact_week_normalized
2021,6,Michael Thomas,,michael thomas,Michael Thomas,CIN,DB,00-0028908,26265,exact_week_normalized
2021,6,Mike Davis,,mike davis,Mike Davis,ATL,RB,00-0032063,28514,inferred_between_same_team
2021,6,Mike Evans,,mike evans,Mike Evans,TB,WR,00-0031408,27535,exact_week_normalized
2021,6,Mike Gesicki,TE,mike gesicki,Mike Gesicki,MIA,TE,00-0034829,31012,exact_week_normalized
2021,6,Mike Williams,WR,mike williams,Mike Williams,LAC,WR,00-0033536,30120,exact_week_normalized
2021,6,Miles Sanders,RB,miles sanders,Miles Sanders,PHI,RB,00-0035243,31885,exact_week_normalized
2021,6,Myles Gaskin,RB,myles gaskin,Myles Gaskin,MIA,RB,00-0035311,32066,exact_week_normalized
2021,6,Najee Harris,RB,najee harris,Najee Harris,PIT,RB,00-0036893,33412,exact_week_normalized
2021,6,Nick Chubb,,nick chubb,Nick Chubb,CLE,RB,00-0034791,31005,exact_week_normalized
2021,6,Nick Folk,K,nick folk,Nick Folk,NE,K,00-0025565,8432,exact_week_normalized
2021,6,Noah Fant,TE,noah fant,Noah Fant,DEN,TE,00-0035644,31852,exact_week_normalized
2021,6,Nyheim Miller-Hines,,nyheim hines,Nyheim Hines,IND,RB,00-0034367,31074,exact_week_normalized
2021,6,Odell Beckham Jr.,,odell beckham,Odell Beckham,CLE,WR,00-0031235,27540,exact_week_normalized
2021,6,Patrick Mahomes,QB,patrick mahomes,Patrick Mahomes,KC,QB,00-0033873,30123,exact_week_normalized
2021,6,Peyton Barber,,peyton barber,Peyton Barber,LV,RB,00-0032741,29560,exact_week_normalized
2021,6,Phillip Lindsay,,phillip lindsay,Phillip Lindsay,HOU,RB,00-0034109,31379,exact_week_normalized
2021,6,Rob Gronkowski,,rob gronkowski,Rob Gronkowski,TB,TE,00-0027656,24017,exact_week_normalized
2021,6,Robbie Chosen,,robby anderson,Robby Anderson,CAR,WR,00-0032688,29785,exact_week_normalized
2021,6,Robbie Gould,,robbie gould,Robbie Gould,SF,K,00-0023252,7520,inferred_between_same_team
2021,6,Robert Tonyan,,robert tonyan,Robert Tonyan,GB,TE,00-0033757,30777,exact_week_normalized
2021,6,Robert Woods,WR,robert woods,Robert Woods,LA,WR,00-0030431,26664,exact_week_normalized
